target,parents,has_nurs,form,children,housing,finance,social,health
priority_9997,2,1,2,1,0,0,2,1
not_recom_9998,2,1,2,1,0,0,2,2
priority_9999,2,1,2,1,0,1,0,0
spec_prior_10000,2,1,2,1,0,1,0,1
not_recom_10001,2,1,2,1,0,1,0,2
priority_10002,2,1,2,1,0,1,1,0
spec_prior_10003,2,1,2,1,0,1,1,1
not_recom_10004,2,1,2,1,0,1,1,2
spec_prior_10005,2,1,2,1,0,1,2,0
spec_prior_10006,2,1,2,1,0,1,2,1
not_recom_10007,2,1,2,1,0,1,2,2
priority_10008,2,1,2,1,1,0,0,0
spec_prior_10009,2,1,2,1,1,0,0,1
not_recom_10010,2,1,2,1,1,0,0,2
priority_10011,2,1,2,1,1,0,1,0
spec_prior_10012,2,1,2,1,1,0,1,1
not_recom_10013,2,1,2,1,1,0,1,2
spec_prior_10014,2,1,2,1,1,0,2,0
spec_prior_10015,2,1,2,1,1,0,2,1
not_recom_10016,2,1,2,1,1,0,2,2
priority_10017,2,1,2,1,1,1,0,0
spec_prior_10018,2,1,2,1,1,1,0,1
not_recom_10019,2,1,2,1,1,1,0,2
priority_10020,2,1,2,1,1,1,1,0
spec_prior_10021,2,1,2,1,1,1,1,1
not_recom_10022,2,1,2,1,1,1,1,2
spec_prior_10023,2,1,2,1,1,1,2,0
spec_prior_10024,2,1,2,1,1,1,2,1
not_recom_10025,2,1,2,1,1,1,2,2
priority_10026,2,1,2,1,2,0,0,0
spec_prior_10027,2,1,2,1,2,0,0,1
not_recom_10028,2,1,2,1,2,0,0,2
priority_10029,2,1,2,1,2,0,1,0
spec_prior_10030,2,1,2,1,2,0,1,1
not_recom_10031,2,1,2,1,2,0,1,2
spec_prior_10032,2,1,2,1,2,0,2,0
spec_prior_10033,2,1,2,1,2,0,2,1
not_recom_10034,2,1,2,1,2,0,2,2
priority_10035,2,1,2,1,2,1,0,0
spec_prior_10036,2,1,2,1,2,1,0,1
not_recom_10037,2,1,2,1,2,1,0,2
priority_10038,2,1,2,1,2,1,1,0
spec_prior_10039,2,1,2,1,2,1,1,1
not_recom_10040,2,1,2,1,2,1,1,2
spec_prior_10041,2,1,2,1,2,1,2,0
spec_prior_10042,2,1,2,1,2,1,2,1
not_recom_10043,2,1,2,1,2,1,2,2
priority_10044,2,1,2,2,0,0,0,0
priority_10045,2,1,2,2,0,0,0,1
not_recom_10046,2,1,2,2,0,0,0,2
priority_10047,2,1,2,2,0,0,1,0
priority_10048,2,1,2,2,0,0,1,1
not_recom_10049,2,1,2,2,0,0,1,2
priority_10050,2,1,2,2,0,0,2,0
priority_10051,2,1,2,2,0,0,2,1
not_recom_10052,2,1,2,2,0,0,2,2
priority_10053,2,1,2,2,0,1,0,0
spec_prior_10054,2,1,2,2,0,1,0,1
not_recom_10055,2,1,2,2,0,1,0,2
priority_10056,2,1,2,2,0,1,1,0
spec_prior_10057,2,1,2,2,0,1,1,1
not_recom_10058,2,1,2,2,0,1,1,2
spec_prior_10059,2,1,2,2,0,1,2,0
spec_prior_10060,2,1,2,2,0,1,2,1
not_recom_10061,2,1,2,2,0,1,2,2
priority_10062,2,1,2,2,1,0,0,0
spec_prior_10063,2,1,2,2,1,0,0,1
not_recom_10064,2,1,2,2,1,0,0,2
priority_10065,2,1,2,2,1,0,1,0
spec_prior_10066,2,1,2,2,1,0,1,1
not_recom_10067,2,1,2,2,1,0,1,2
spec_prior_10068,2,1,2,2,1,0,2,0
spec_prior_10069,2,1,2,2,1,0,2,1
not_recom_10070,2,1,2,2,1,0,2,2
priority_10071,2,1,2,2,1,1,0,0
spec_prior_10072,2,1,2,2,1,1,0,1
not_recom_10073,2,1,2,2,1,1,0,2
priority_10074,2,1,2,2,1,1,1,0
spec_prior_10075,2,1,2,2,1,1,1,1
not_recom_10076,2,1,2,2,1,1,1,2
spec_prior_10077,2,1,2,2,1,1,2,0
spec_prior_10078,2,1,2,2,1,1,2,1
not_recom_10079,2,1,2,2,1,1,2,2
priority_10080,2,1,2,2,2,0,0,0
spec_prior_10081,2,1,2,2,2,0,0,1
not_recom_10082,2,1,2,2,2,0,0,2
priority_10083,2,1,2,2,2,0,1,0
spec_prior_10084,2,1,2,2,2,0,1,1
not_recom_10085,2,1,2,2,2,0,1,2
spec_prior_10086,2,1,2,2,2,0,2,0
spec_prior_10087,2,1,2,2,2,0,2,1
not_recom_10088,2,1,2,2,2,0,2,2
priority_10089,2,1,2,2,2,1,0,0
spec_prior_10090,2,1,2,2,2,1,0,1
not_recom_10091,2,1,2,2,2,1,0,2
priority_10092,2,1,2,2,2,1,1,0
spec_prior_10093,2,1,2,2,2,1,1,1
not_recom_10094,2,1,2,2,2,1,1,2
spec_prior_10095,2,1,2,2,2,1,2,0
spec_prior_10096,2,1,2,2,2,1,2,1
not_recom_10097,2,1,2,2,2,1,2,2
priority_10098,2,1,2,3,0,0,0,0
priority_10099,2,1,2,3,0,0,0,1
not_recom_10100,2,1,2,3,0,0,0,2
priority_10101,2,1,2,3,0,0,1,0
priority_10102,2,1,2,3,0,0,1,1
not_recom_10103,2,1,2,3,0,0,1,2
priority_10104,2,1,2,3,0,0,2,0
priority_10105,2,1,2,3,0,0,2,1
not_recom_10106,2,1,2,3,0,0,2,2
priority_10107,2,1,2,3,0,1,0,0
spec_prior_10108,2,1,2,3,0,1,0,1
not_recom_10109,2,1,2,3,0,1,0,2
priority_10110,2,1,2,3,0,1,1,0
spec_prior_10111,2,1,2,3,0,1,1,1
not_recom_10112,2,1,2,3,0,1,1,2
spec_prior_10113,2,1,2,3,0,1,2,0
spec_prior_10114,2,1,2,3,0,1,2,1
not_recom_10115,2,1,2,3,0,1,2,2
priority_10116,2,1,2,3,1,0,0,0
spec_prior_10117,2,1,2,3,1,0,0,1
not_recom_10118,2,1,2,3,1,0,0,2
priority_10119,2,1,2,3,1,0,1,0
spec_prior_10120,2,1,2,3,1,0,1,1
not_recom_10121,2,1,2,3,1,0,1,2
spec_prior_10122,2,1,2,3,1,0,2,0
spec_prior_10123,2,1,2,3,1,0,2,1
not_recom_10124,2,1,2,3,1,0,2,2
priority_10125,2,1,2,3,1,1,0,0
spec_prior_10126,2,1,2,3,1,1,0,1
not_recom_10127,2,1,2,3,1,1,0,2
priority_10128,2,1,2,3,1,1,1,0
spec_prior_10129,2,1,2,3,1,1,1,1
not_recom_10130,2,1,2,3,1,1,1,2
spec_prior_10131,2,1,2,3,1,1,2,0
spec_prior_10132,2,1,2,3,1,1,2,1
not_recom_10133,2,1,2,3,1,1,2,2
priority_10134,2,1,2,3,2,0,0,0
spec_prior_10135,2,1,2,3,2,0,0,1
not_recom_10136,2,1,2,3,2,0,0,2
priority_10137,2,1,2,3,2,0,1,0
spec_prior_10138,2,1,2,3,2,0,1,1
not_recom_10139,2,1,2,3,2,0,1,2
spec_prior_10140,2,1,2,3,2,0,2,0
spec_prior_10141,2,1,2,3,2,0,2,1
not_recom_10142,2,1,2,3,2,0,2,2
priority_10143,2,1,2,3,2,1,0,0
spec_prior_10144,2,1,2,3,2,1,0,1
not_recom_10145,2,1,2,3,2,1,0,2
priority_10146,2,1,2,3,2,1,1,0
spec_prior_10147,2,1,2,3,2,1,1,1
not_recom_10148,2,1,2,3,2,1,1,2
spec_prior_10149,2,1,2,3,2,1,2,0
spec_prior_10150,2,1,2,3,2,1,2,1
not_recom_10151,2,1,2,3,2,1,2,2
priority_10152,2,1,3,0,0,0,0,0
priority_10153,2,1,3,0,0,0,0,1
not_recom_10154,2,1,3,0,0,0,0,2
priority_10155,2,1,3,0,0,0,1,0
priority_10156,2,1,3,0,0,0,1,1
not_recom_10157,2,1,3,0,0,0,1,2
priority_10158,2,1,3,0,0,0,2,0
priority_10159,2,1,3,0,0,0,2,1
not_recom_10160,2,1,3,0,0,0,2,2
priority_10161,2,1,3,0,0,1,0,0
spec_prior_10162,2,1,3,0,0,1,0,1
not_recom_10163,2,1,3,0,0,1,0,2
priority_10164,2,1,3,0,0,1,1,0
spec_prior_10165,2,1,3,0,0,1,1,1
not_recom_10166,2,1,3,0,0,1,1,2
spec_prior_10167,2,1,3,0,0,1,2,0
spec_prior_10168,2,1,3,0,0,1,2,1
not_recom_10169,2,1,3,0,0,1,2,2
priority_10170,2,1,3,0,1,0,0,0
spec_prior_10171,2,1,3,0,1,0,0,1
not_recom_10172,2,1,3,0,1,0,0,2
priority_10173,2,1,3,0,1,0,1,0
spec_prior_10174,2,1,3,0,1,0,1,1
not_recom_10175,2,1,3,0,1,0,1,2
spec_prior_10176,2,1,3,0,1,0,2,0
spec_prior_10177,2,1,3,0,1,0,2,1
not_recom_10178,2,1,3,0,1,0,2,2
priority_10179,2,1,3,0,1,1,0,0
spec_prior_10180,2,1,3,0,1,1,0,1
not_recom_10181,2,1,3,0,1,1,0,2
priority_10182,2,1,3,0,1,1,1,0
spec_prior_10183,2,1,3,0,1,1,1,1
not_recom_10184,2,1,3,0,1,1,1,2
spec_prior_10185,2,1,3,0,1,1,2,0
spec_prior_10186,2,1,3,0,1,1,2,1
not_recom_10187,2,1,3,0,1,1,2,2
priority_10188,2,1,3,0,2,0,0,0
spec_prior_10189,2,1,3,0,2,0,0,1
not_recom_10190,2,1,3,0,2,0,0,2
priority_10191,2,1,3,0,2,0,1,0
spec_prior_10192,2,1,3,0,2,0,1,1
not_recom_10193,2,1,3,0,2,0,1,2
spec_prior_10194,2,1,3,0,2,0,2,0
spec_prior_10195,2,1,3,0,2,0,2,1
not_recom_10196,2,1,3,0,2,0,2,2
priority_10197,2,1,3,0,2,1,0,0
spec_prior_10198,2,1,3,0,2,1,0,1
not_recom_10199,2,1,3,0,2,1,0,2
priority_10200,2,1,3,0,2,1,1,0
spec_prior_10201,2,1,3,0,2,1,1,1
not_recom_10202,2,1,3,0,2,1,1,2
spec_prior_10203,2,1,3,0,2,1,2,0
spec_prior_10204,2,1,3,0,2,1,2,1
not_recom_10205,2,1,3,0,2,1,2,2
priority_10206,2,1,3,1,0,0,0,0
priority_10207,2,1,3,1,0,0,0,1
not_recom_10208,2,1,3,1,0,0,0,2
priority_10209,2,1,3,1,0,0,1,0
priority_10210,2,1,3,1,0,0,1,1
not_recom_10211,2,1,3,1,0,0,1,2
priority_10212,2,1,3,1,0,0,2,0
priority_10213,2,1,3,1,0,0,2,1
not_recom_10214,2,1,3,1,0,0,2,2
priority_10215,2,1,3,1,0,1,0,0
spec_prior_10216,2,1,3,1,0,1,0,1
not_recom_10217,2,1,3,1,0,1,0,2
priority_10218,2,1,3,1,0,1,1,0
spec_prior_10219,2,1,3,1,0,1,1,1
not_recom_10220,2,1,3,1,0,1,1,2
spec_prior_10221,2,1,3,1,0,1,2,0
spec_prior_10222,2,1,3,1,0,1,2,1
not_recom_10223,2,1,3,1,0,1,2,2
priority_10224,2,1,3,1,1,0,0,0
spec_prior_10225,2,1,3,1,1,0,0,1
not_recom_10226,2,1,3,1,1,0,0,2
priority_10227,2,1,3,1,1,0,1,0
spec_prior_10228,2,1,3,1,1,0,1,1
not_recom_10229,2,1,3,1,1,0,1,2
spec_prior_10230,2,1,3,1,1,0,2,0
spec_prior_10231,2,1,3,1,1,0,2,1
not_recom_10232,2,1,3,1,1,0,2,2
priority_10233,2,1,3,1,1,1,0,0
spec_prior_10234,2,1,3,1,1,1,0,1
not_recom_10235,2,1,3,1,1,1,0,2
priority_10236,2,1,3,1,1,1,1,0
spec_prior_10237,2,1,3,1,1,1,1,1
not_recom_10238,2,1,3,1,1,1,1,2
spec_prior_10239,2,1,3,1,1,1,2,0
spec_prior_10240,2,1,3,1,1,1,2,1
not_recom_10241,2,1,3,1,1,1,2,2
priority_10242,2,1,3,1,2,0,0,0
spec_prior_10243,2,1,3,1,2,0,0,1
not_recom_10244,2,1,3,1,2,0,0,2
priority_10245,2,1,3,1,2,0,1,0
spec_prior_10246,2,1,3,1,2,0,1,1
not_recom_10247,2,1,3,1,2,0,1,2
spec_prior_10248,2,1,3,1,2,0,2,0
spec_prior_10249,2,1,3,1,2,0,2,1
not_recom_10250,2,1,3,1,2,0,2,2
priority_10251,2,1,3,1,2,1,0,0
spec_prior_10252,2,1,3,1,2,1,0,1
not_recom_10253,2,1,3,1,2,1,0,2
priority_10254,2,1,3,1,2,1,1,0
spec_prior_10255,2,1,3,1,2,1,1,1
not_recom_10256,2,1,3,1,2,1,1,2
spec_prior_10257,2,1,3,1,2,1,2,0
spec_prior_10258,2,1,3,1,2,1,2,1
not_recom_10259,2,1,3,1,2,1,2,2
priority_10260,2,1,3,2,0,0,0,0
priority_10261,2,1,3,2,0,0,0,1
not_recom_10262,2,1,3,2,0,0,0,2
priority_10263,2,1,3,2,0,0,1,0
priority_10264,2,1,3,2,0,0,1,1
not_recom_10265,2,1,3,2,0,0,1,2
priority_10266,2,1,3,2,0,0,2,0
priority_10267,2,1,3,2,0,0,2,1
not_recom_10268,2,1,3,2,0,0,2,2
priority_10269,2,1,3,2,0,1,0,0
spec_prior_10270,2,1,3,2,0,1,0,1
not_recom_10271,2,1,3,2,0,1,0,2
priority_10272,2,1,3,2,0,1,1,0
spec_prior_10273,2,1,3,2,0,1,1,1
not_recom_10274,2,1,3,2,0,1,1,2
spec_prior_10275,2,1,3,2,0,1,2,0
spec_prior_10276,2,1,3,2,0,1,2,1
not_recom_10277,2,1,3,2,0,1,2,2
priority_10278,2,1,3,2,1,0,0,0
spec_prior_10279,2,1,3,2,1,0,0,1
not_recom_10280,2,1,3,2,1,0,0,2
priority_10281,2,1,3,2,1,0,1,0
spec_prior_10282,2,1,3,2,1,0,1,1
not_recom_10283,2,1,3,2,1,0,1,2
spec_prior_10284,2,1,3,2,1,0,2,0
spec_prior_10285,2,1,3,2,1,0,2,1
not_recom_10286,2,1,3,2,1,0,2,2
priority_10287,2,1,3,2,1,1,0,0
spec_prior_10288,2,1,3,2,1,1,0,1
not_recom_10289,2,1,3,2,1,1,0,2
priority_10290,2,1,3,2,1,1,1,0
spec_prior_10291,2,1,3,2,1,1,1,1
not_recom_10292,2,1,3,2,1,1,1,2
spec_prior_10293,2,1,3,2,1,1,2,0
spec_prior_10294,2,1,3,2,1,1,2,1
not_recom_10295,2,1,3,2,1,1,2,2
priority_10296,2,1,3,2,2,0,0,0
spec_prior_10297,2,1,3,2,2,0,0,1
not_recom_10298,2,1,3,2,2,0,0,2
priority_10299,2,1,3,2,2,0,1,0
spec_prior_10300,2,1,3,2,2,0,1,1
not_recom_10301,2,1,3,2,2,0,1,2
spec_prior_10302,2,1,3,2,2,0,2,0
spec_prior_10303,2,1,3,2,2,0,2,1
not_recom_10304,2,1,3,2,2,0,2,2
priority_10305,2,1,3,2,2,1,0,0
spec_prior_10306,2,1,3,2,2,1,0,1
not_recom_10307,2,1,3,2,2,1,0,2
priority_10308,2,1,3,2,2,1,1,0
spec_prior_10309,2,1,3,2,2,1,1,1
not_recom_10310,2,1,3,2,2,1,1,2
spec_prior_10311,2,1,3,2,2,1,2,0
spec_prior_10312,2,1,3,2,2,1,2,1
not_recom_10313,2,1,3,2,2,1,2,2
priority_10314,2,1,3,3,0,0,0,0
priority_10315,2,1,3,3,0,0,0,1
not_recom_10316,2,1,3,3,0,0,0,2
priority_10317,2,1,3,3,0,0,1,0
priority_10318,2,1,3,3,0,0,1,1
not_recom_10319,2,1,3,3,0,0,1,2
priority_10320,2,1,3,3,0,0,2,0
priority_10321,2,1,3,3,0,0,2,1
not_recom_10322,2,1,3,3,0,0,2,2
priority_10323,2,1,3,3,0,1,0,0
spec_prior_10324,2,1,3,3,0,1,0,1
not_recom_10325,2,1,3,3,0,1,0,2
priority_10326,2,1,3,3,0,1,1,0
spec_prior_10327,2,1,3,3,0,1,1,1
not_recom_10328,2,1,3,3,0,1,1,2
spec_prior_10329,2,1,3,3,0,1,2,0
spec_prior_10330,2,1,3,3,0,1,2,1
not_recom_10331,2,1,3,3,0,1,2,2
priority_10332,2,1,3,3,1,0,0,0
spec_prior_10333,2,1,3,3,1,0,0,1
not_recom_10334,2,1,3,3,1,0,0,2
priority_10335,2,1,3,3,1,0,1,0
spec_prior_10336,2,1,3,3,1,0,1,1
not_recom_10337,2,1,3,3,1,0,1,2
spec_prior_10338,2,1,3,3,1,0,2,0
spec_prior_10339,2,1,3,3,1,0,2,1
not_recom_10340,2,1,3,3,1,0,2,2
priority_10341,2,1,3,3,1,1,0,0
spec_prior_10342,2,1,3,3,1,1,0,1
not_recom_10343,2,1,3,3,1,1,0,2
priority_10344,2,1,3,3,1,1,1,0
spec_prior_10345,2,1,3,3,1,1,1,1
not_recom_10346,2,1,3,3,1,1,1,2
spec_prior_10347,2,1,3,3,1,1,2,0
spec_prior_10348,2,1,3,3,1,1,2,1
not_recom_10349,2,1,3,3,1,1,2,2
priority_10350,2,1,3,3,2,0,0,0
spec_prior_10351,2,1,3,3,2,0,0,1
not_recom_10352,2,1,3,3,2,0,0,2
priority_10353,2,1,3,3,2,0,1,0
spec_prior_10354,2,1,3,3,2,0,1,1
not_recom_10355,2,1,3,3,2,0,1,2
spec_prior_10356,2,1,3,3,2,0,2,0
spec_prior_10357,2,1,3,3,2,0,2,1
not_recom_10358,2,1,3,3,2,0,2,2
priority_10359,2,1,3,3,2,1,0,0
spec_prior_10360,2,1,3,3,2,1,0,1
not_recom_10361,2,1,3,3,2,1,0,2
priority_10362,2,1,3,3,2,1,1,0
spec_prior_10363,2,1,3,3,2,1,1,1
not_recom_10364,2,1,3,3,2,1,1,2
spec_prior_10365,2,1,3,3,2,1,2,0
spec_prior_10366,2,1,3,3,2,1,2,1
not_recom_10367,2,1,3,3,2,1,2,2
priority_10368,2,2,0,0,0,0,0,0
priority_10369,2,2,0,0,0,0,0,1
not_recom_10370,2,2,0,0,0,0,0,2
priority_10371,2,2,0,0,0,0,1,0
priority_10372,2,2,0,0,0,0,1,1
not_recom_10373,2,2,0,0,0,0,1,2
priority_10374,2,2,0,0,0,0,2,0
priority_10375,2,2,0,0,0,0,2,1
not_recom_10376,2,2,0,0,0,0,2,2
priority_10377,2,2,0,0,0,1,0,0
spec_prior_10378,2,2,0,0,0,1,0,1
not_recom_10379,2,2,0,0,0,1,0,2
priority_10380,2,2,0,0,0,1,1,0
spec_prior_10381,2,2,0,0,0,1,1,1
not_recom_10382,2,2,0,0,0,1,1,2
spec_prior_10383,2,2,0,0,0,1,2,0
spec_prior_10384,2,2,0,0,0,1,2,1
not_recom_10385,2,2,0,0,0,1,2,2
priority_10386,2,2,0,0,1,0,0,0
spec_prior_10387,2,2,0,0,1,0,0,1
not_recom_10388,2,2,0,0,1,0,0,2
priority_10389,2,2,0,0,1,0,1,0
spec_prior_10390,2,2,0,0,1,0,1,1
not_recom_10391,2,2,0,0,1,0,1,2
spec_prior_10392,2,2,0,0,1,0,2,0
spec_prior_10393,2,2,0,0,1,0,2,1
not_recom_10394,2,2,0,0,1,0,2,2
priority_10395,2,2,0,0,1,1,0,0
spec_prior_10396,2,2,0,0,1,1,0,1
not_recom_10397,2,2,0,0,1,1,0,2
priority_10398,2,2,0,0,1,1,1,0
spec_prior_10399,2,2,0,0,1,1,1,1
not_recom_10400,2,2,0,0,1,1,1,2
spec_prior_10401,2,2,0,0,1,1,2,0
spec_prior_10402,2,2,0,0,1,1,2,1
not_recom_10403,2,2,0,0,1,1,2,2
priority_10404,2,2,0,0,2,0,0,0
spec_prior_10405,2,2,0,0,2,0,0,1
not_recom_10406,2,2,0,0,2,0,0,2
priority_10407,2,2,0,0,2,0,1,0
spec_prior_10408,2,2,0,0,2,0,1,1
not_recom_10409,2,2,0,0,2,0,1,2
spec_prior_10410,2,2,0,0,2,0,2,0
spec_prior_10411,2,2,0,0,2,0,2,1
not_recom_10412,2,2,0,0,2,0,2,2
priority_10413,2,2,0,0,2,1,0,0
spec_prior_10414,2,2,0,0,2,1,0,1
not_recom_10415,2,2,0,0,2,1,0,2
priority_10416,2,2,0,0,2,1,1,0
spec_prior_10417,2,2,0,0,2,1,1,1
not_recom_10418,2,2,0,0,2,1,1,2
spec_prior_10419,2,2,0,0,2,1,2,0
spec_prior_10420,2,2,0,0,2,1,2,1
not_recom_10421,2,2,0,0,2,1,2,2
priority_10422,2,2,0,1,0,0,0,0
spec_prior_10423,2,2,0,1,0,0,0,1
not_recom_10424,2,2,0,1,0,0,0,2
priority_10425,2,2,0,1,0,0,1,0
spec_prior_10426,2,2,0,1,0,0,1,1
not_recom_10427,2,2,0,1,0,0,1,2
spec_prior_10428,2,2,0,1,0,0,2,0
spec_prior_10429,2,2,0,1,0,0,2,1
not_recom_10430,2,2,0,1,0,0,2,2
priority_10431,2,2,0,1,0,1,0,0
spec_prior_10432,2,2,0,1,0,1,0,1
not_recom_10433,2,2,0,1,0,1,0,2
priority_10434,2,2,0,1,0,1,1,0
spec_prior_10435,2,2,0,1,0,1,1,1
not_recom_10436,2,2,0,1,0,1,1,2
spec_prior_10437,2,2,0,1,0,1,2,0
spec_prior_10438,2,2,0,1,0,1,2,1
not_recom_10439,2,2,0,1,0,1,2,2
priority_10440,2,2,0,1,1,0,0,0
spec_prior_10441,2,2,0,1,1,0,0,1
not_recom_10442,2,2,0,1,1,0,0,2
priority_10443,2,2,0,1,1,0,1,0
spec_prior_10444,2,2,0,1,1,0,1,1
not_recom_10445,2,2,0,1,1,0,1,2
spec_prior_10446,2,2,0,1,1,0,2,0
spec_prior_10447,2,2,0,1,1,0,2,1
not_recom_10448,2,2,0,1,1,0,2,2
priority_10449,2,2,0,1,1,1,0,0
spec_prior_10450,2,2,0,1,1,1,0,1
not_recom_10451,2,2,0,1,1,1,0,2
priority_10452,2,2,0,1,1,1,1,0
spec_prior_10453,2,2,0,1,1,1,1,1
not_recom_10454,2,2,0,1,1,1,1,2
spec_prior_10455,2,2,0,1,1,1,2,0
spec_prior_10456,2,2,0,1,1,1,2,1
not_recom_10457,2,2,0,1,1,1,2,2
spec_prior_10458,2,2,0,1,2,0,0,0
spec_prior_10459,2,2,0,1,2,0,0,1
not_recom_10460,2,2,0,1,2,0,0,2
spec_prior_10461,2,2,0,1,2,0,1,0
spec_prior_10462,2,2,0,1,2,0,1,1
not_recom_10463,2,2,0,1,2,0,1,2
spec_prior_10464,2,2,0,1,2,0,2,0
spec_prior_10465,2,2,0,1,2,0,2,1
not_recom_10466,2,2,0,1,2,0,2,2
spec_prior_10467,2,2,0,1,2,1,0,0
spec_prior_10468,2,2,0,1,2,1,0,1
not_recom_10469,2,2,0,1,2,1,0,2
spec_prior_10470,2,2,0,1,2,1,1,0
spec_prior_10471,2,2,0,1,2,1,1,1
not_recom_10472,2,2,0,1,2,1,1,2
spec_prior_10473,2,2,0,1,2,1,2,0
spec_prior_10474,2,2,0,1,2,1,2,1
not_recom_10475,2,2,0,1,2,1,2,2
priority_10476,2,2,0,2,0,0,0,0
spec_prior_10477,2,2,0,2,0,0,0,1
not_recom_10478,2,2,0,2,0,0,0,2
priority_10479,2,2,0,2,0,0,1,0
spec_prior_10480,2,2,0,2,0,0,1,1
not_recom_10481,2,2,0,2,0,0,1,2
spec_prior_10482,2,2,0,2,0,0,2,0
spec_prior_10483,2,2,0,2,0,0,2,1
not_recom_10484,2,2,0,2,0,0,2,2
spec_prior_10485,2,2,0,2,0,1,0,0
spec_prior_10486,2,2,0,2,0,1,0,1
not_recom_10487,2,2,0,2,0,1,0,2
spec_prior_10488,2,2,0,2,0,1,1,0
spec_prior_10489,2,2,0,2,0,1,1,1
not_recom_10490,2,2,0,2,0,1,1,2
spec_prior_10491,2,2,0,2,0,1,2,0
spec_prior_10492,2,2,0,2,0,1,2,1
not_recom_10493,2,2,0,2,0,1,2,2
spec_prior_10494,2,2,0,2,1,0,0,0
spec_prior_10495,2,2,0,2,1,0,0,1
not_recom_10496,2,2,0,2,1,0,0,2
spec_prior_10497,2,2,0,2,1,0,1,0
spec_prior_10498,2,2,0,2,1,0,1,1
not_recom_10499,2,2,0,2,1,0,1,2
spec_prior_10500,2,2,0,2,1,0,2,0
spec_prior_10501,2,2,0,2,1,0,2,1
not_recom_10502,2,2,0,2,1,0,2,2
spec_prior_10503,2,2,0,2,1,1,0,0
spec_prior_10504,2,2,0,2,1,1,0,1
not_recom_10505,2,2,0,2,1,1,0,2
spec_prior_10506,2,2,0,2,1,1,1,0
spec_prior_10507,2,2,0,2,1,1,1,1
not_recom_10508,2,2,0,2,1,1,1,2
spec_prior_10509,2,2,0,2,1,1,2,0
spec_prior_10510,2,2,0,2,1,1,2,1
not_recom_10511,2,2,0,2,1,1,2,2
spec_prior_10512,2,2,0,2,2,0,0,0
spec_prior_10513,2,2,0,2,2,0,0,1
not_recom_10514,2,2,0,2,2,0,0,2
spec_prior_10515,2,2,0,2,2,0,1,0
spec_prior_10516,2,2,0,2,2,0,1,1
not_recom_10517,2,2,0,2,2,0,1,2
spec_prior_10518,2,2,0,2,2,0,2,0
spec_prior_10519,2,2,0,2,2,0,2,1
not_recom_10520,2,2,0,2,2,0,2,2
spec_prior_10521,2,2,0,2,2,1,0,0
spec_prior_10522,2,2,0,2,2,1,0,1
not_recom_10523,2,2,0,2,2,1,0,2
spec_prior_10524,2,2,0,2,2,1,1,0
spec_prior_10525,2,2,0,2,2,1,1,1
not_recom_10526,2,2,0,2,2,1,1,2
spec_prior_10527,2,2,0,2,2,1,2,0
spec_prior_10528,2,2,0,2,2,1,2,1
not_recom_10529,2,2,0,2,2,1,2,2
priority_10530,2,2,0,3,0,0,0,0
spec_prior_10531,2,2,0,3,0,0,0,1
not_recom_10532,2,2,0,3,0,0,0,2
priority_10533,2,2,0,3,0,0,1,0
spec_prior_10534,2,2,0,3,0,0,1,1
not_recom_10535,2,2,0,3,0,0,1,2
spec_prior_10536,2,2,0,3,0,0,2,0
spec_prior_10537,2,2,0,3,0,0,2,1
not_recom_10538,2,2,0,3,0,0,2,2
spec_prior_10539,2,2,0,3,0,1,0,0
spec_prior_10540,2,2,0,3,0,1,0,1
not_recom_10541,2,2,0,3,0,1,0,2
spec_prior_10542,2,2,0,3,0,1,1,0
spec_prior_10543,2,2,0,3,0,1,1,1
not_recom_10544,2,2,0,3,0,1,1,2
spec_prior_10545,2,2,0,3,0,1,2,0
spec_prior_10546,2,2,0,3,0,1,2,1
not_recom_10547,2,2,0,3,0,1,2,2
spec_prior_10548,2,2,0,3,1,0,0,0
spec_prior_10549,2,2,0,3,1,0,0,1
not_recom_10550,2,2,0,3,1,0,0,2
spec_prior_10551,2,2,0,3,1,0,1,0
spec_prior_10552,2,2,0,3,1,0,1,1
not_recom_10553,2,2,0,3,1,0,1,2
spec_prior_10554,2,2,0,3,1,0,2,0
spec_prior_10555,2,2,0,3,1,0,2,1
not_recom_10556,2,2,0,3,1,0,2,2
spec_prior_10557,2,2,0,3,1,1,0,0
spec_prior_10558,2,2,0,3,1,1,0,1
not_recom_10559,2,2,0,3,1,1,0,2
spec_prior_10560,2,2,0,3,1,1,1,0
spec_prior_10561,2,2,0,3,1,1,1,1
not_recom_10562,2,2,0,3,1,1,1,2
spec_prior_10563,2,2,0,3,1,1,2,0
spec_prior_10564,2,2,0,3,1,1,2,1
not_recom_10565,2,2,0,3,1,1,2,2
spec_prior_10566,2,2,0,3,2,0,0,0
spec_prior_10567,2,2,0,3,2,0,0,1
not_recom_10568,2,2,0,3,2,0,0,2
spec_prior_10569,2,2,0,3,2,0,1,0
spec_prior_10570,2,2,0,3,2,0,1,1
not_recom_10571,2,2,0,3,2,0,1,2
spec_prior_10572,2,2,0,3,2,0,2,0
spec_prior_10573,2,2,0,3,2,0,2,1
not_recom_10574,2,2,0,3,2,0,2,2
spec_prior_10575,2,2,0,3,2,1,0,0
spec_prior_10576,2,2,0,3,2,1,0,1
not_recom_10577,2,2,0,3,2,1,0,2
spec_prior_10578,2,2,0,3,2,1,1,0
